"ID Cliente","Zona","País","Tipo de producto","Canal de venta","Prioridad","Fecha pedido","Unidades","Precio Unitario","Coste unitario","Importe venta total","Importe Coste total","Año","Mes"
"C8508","Africa","Oman","Cárnicos","Offline","Baja","8/16/2021","7476","  421.89 € ","  364.69 € ","  3,154,049.64 € ","  2,726,422.44 € ","2021","8"
"C8801","Africa","Burkina Faso","Snacks","Offline","Alta","5/24/2021","7876","  152.58 € ","  97.44 € ","  1,201,720.08 € ","  767,437.44 € ","2021","5"
"C9260","Africa","Cameroon","Ropa","Offline","Media","6/12/2020","7755","  109.28 € ","  35.84 € ","  847,466.40 € ","  277,939.20 € ","2020","6"
"C5778","Africa","Burkina Faso","Cereales","Online","Alta","7/21/2022","6024","  205.70 € ","  117.11 € ","  1,239,136.80 € ","  705,470.64 € ","2022","7"
"C3947","europa","Serbia","Snacks","Online","Alta","11/17/2021","8624","  152.58 € ","  97.44 € ","  1,315,849.92 € ","  840,322.56 € ","2021","11"
"C5565","Africa","Mauritius ","Doméstico","Offline","Crítica","7/26/2021","3529","  668.27 € ","  502.54 € ","  2,358,324.83 € ","  1,773,463.66 € ","2021","7"
"C4134","Africa","Liberia","Material de oficina","Offline","Crítica","11/17/2020","5745","  651.21 € ","  524.96 € ","  3,741,201.45 € ","  3,015,895.20 € ","2020","11"
"C7355","europa","Latvia","Cuidado personal","Offline","Crítica","5/3/2022","2308","  81.73 € ","  56.67 € ","  188,632.84 € ","  130,794.36 € ","2022","5"
"C5637","Asia","China","Ropa","Offline","Media","9/16/2021","7284","  109.28 € ","  35.84 € ","  795,995.52 € ","  261,058.56 € ","2021","9"
"C3589","Australia y Oceanía","New Zealand","Verduras","Online","Baja","11/22/2020","6773","  154.06 € ","  90.93 € ","  1,043,448.38 € ","  615,868.89 € ","2020","11"
"C6524","Africa","Sierra Leone","Snacks","Online","Crítica","10/3/2020","3904","  152.58 € ","  97.44 € ","  595,672.32 € ","  380,405.76 € ","2020","10"
"C6958","europa","Bulgaria","Material de oficina","Online","Crítica","7/26/2022","3839","  651.21 € ","  524.96 € ","  2,499,995.19 € ","  2,015,321.44 € ","2022","7"
"C7110","Africa","Somalia","Material de oficina","Offline","Crítica","11/5/2020","8769","  651.21 € ","  524.96 € ","  5,710,460.49 € ","  4,603,374.24 € ","2020","11"
"C5403","europa","Spain","Bebida","Offline","Alta","12/17/2021","2919","  47.45 € ","  31.79 € ","  138,506.55 € ","  92,795.01 € ","2021","12"
"C9962","europa","Cyprus","Cereales","Offline","Media","8/31/2022","7544","  205.70 € ","  117.11 € ","  1,551,800.80 € ","  883,477.84 € ","2022","8"
"C7116","Africa","Namibia","Ropa","Online","Media","2/12/2020","5929","  109.28 € ","  35.84 € ","  647,921.12 € ","  212,495.36 € ","2020","2"
"C1896","Norteamérica","Greenland","Cereales","Offline","Alta","11/19/2021","8392","  205.70 € ","  117.11 € ","  1,726,234.40 € ","  982,787.12 € ","2021","11"
"C4538","Africa","Rwanda","Doméstico","Online","Baja","8/23/2021","7281","  668.27 € ","  502.54 € ","  4,865,673.87 € ","  3,658,993.74 € ","2021","8"
"C7979","Centroamérica y Caribe","The Bahamas","Material de oficina","Offline","Baja","8/14/2020","1977","  651.21 € ","  524.96 € ","  1,287,442.17 € ","  1,037,845.92 € ","2020","8"
"C1361","europa","Germany","Bebida","Online","Alta","6/8/2020","3890","  47.45 € ","  31.79 € ","  184,580.50 € ","  123,663.10 € ","2020","6"
"C1528","europa","Cyprus","Bebida","Online","Crítica","9/11/2021","1464","  47.45 € ","  31.79 € ","  69,466.80 € ","  46,540.56 € ","2021","9"
"C3526","europa","Luxembourg","Snacks","Online","Crítica","7/15/2022","5171","  152.58 € ","  97.44 € ","  788,991.18 € ","  503,862.24 € ","2022","7"
"C3108","Australia y Oceanía","Tuvalu","Cereales","Online","Alta","1/27/2020","2516","  205.70 € ","  117.11 € ","  517,541.20 € ","  294,648.76 € ","2020","1"
"C1225","europa","Bulgaria","Cosméticos","Offline","Baja","5/26/2020","3036","  437.20 € ","  263.33 € ","  1,327,339.20 € ","  799,469.88 € ","2020","5"
"C8535","Asia","Bangladesh","Frutas","Offline","Alta","1/4/2020","3298","  9.33 € ","  6.92 € ","  30,770.34 € ","  22,822.16 € ","2020","1"
"C4899","Centroamérica y Caribe","El Salvador","Cuidado personal","Offline","Alta","7/4/2021","1901","  81.73 € ","  56.67 € ","  155,368.73 € ","  107,729.67 € ","2021","7"
"C6878","Asia","China","Verduras","Online","Media","10/2/2020","4474","  154.06 € ","  90.93 € ","  689,264.44 € ","  406,820.82 € ","2020","10"
"C9238","Asia","Mongolia","Cárnicos","Online","Media","8/7/2022","8678","  421.89 € ","  364.69 € ","  3,661,161.42 € ","  3,164,779.82 € ","2022","8"
"C7450","Australia y Oceanía","Solomon Islands","Frutas","Offline","Alta","4/11/2022","9207","  9.33 € ","  6.92 € ","  85,901.31 € ","  63,712.44 € ","2022","4"
"C2186","Africa","Mauritania","Cosméticos","Offline","Baja","2/23/2021","2783","  437.20 € ","  263.33 € ","  1,216,727.60 € ","  732,847.39 € ","2021","2"
"C3821","Asia","South Korea","Verduras","Online","Media","5/26/2022","3162","  154.06 € ","  90.93 € ","  487,137.72 € ","  287,520.66 € ","2022","5"
"C9933","Asia","Myanmar","Material de oficina","Online","Baja","1/17/2021","6130","  651.21 € ","  524.96 € ","  3,991,917.30 € ","  3,218,004.80 € ","2021","1"
"C9804","Africa","Botswana","Cereales","Offline","Baja","7/7/2022","4503","  205.70 € ","  117.11 € ","  926,267.10 € ","  527,346.33 € ","2022","7"
"C6920","europa","Portugal","Snacks","Offline","Crítica","3/11/2021","3131","  152.58 € ","  97.44 € ","  477,727.98 € ","  305,084.64 € ","2021","3"
"C5468","europa","Spain","Verduras","Offline","Crítica","11/16/2021","3894","  154.06 € ","  90.93 € ","  599,909.64 € ","  354,081.42 € ","2021","11"
"C5839","Africa","Cote d'Ivoire","Bebida","Offline","Baja","3/11/2021","703","  47.45 € ","  31.79 € ","  33,357.35 € ","  22,348.37 € ","2021","3"
"C9128","europa","Russia","Alimento infantil","Online","Crítica","6/13/2020","4499","  255.28 € ","  159.42 € ","  1,148,504.72 € ","  717,230.58 € ","2020","6"
"C3632","Australia y Oceanía","Federated States of Micronesia","Ropa","Offline","Media","5/15/2021","8257","  109.28 € ","  35.84 € ","  902,324.96 € ","  295,930.88 € ","2021","5"
"C5351","Africa","The Gambia","Cárnicos","Offline","Alta","10/11/2021","1982","  421.89 € ","  364.69 € ","  836,185.98 € ","  722,815.58 € ","2021","10"
"C8489","europa","Luxembourg","Frutas","Offline","Alta","10/7/2022","7710","  9.33 € ","  6.92 € ","  71,934.30 € ","  53,353.20 € ","2022","10"
"C7953","Africa","Liberia","Frutas","Offline","Crítica","7/15/2021","4507","  9.33 € ","  6.92 € ","  42,050.31 € ","  31,188.44 € ","2021","7"
"C3853","Africa","Burundi","Cosméticos","Offline","Crítica","6/1/2021","3474","  437.20 € ","  263.33 € ","  1,518,832.80 € ","  914,808.42 € ","2021","6"
"C6001","Africa","Syria","Cereales","Offline","Alta","11/2/2021","2739","  205.70 € ","  117.11 € ","  563,412.30 € ","  320,764.29 € ","2021","11"
"C2414","Norteamérica","United States of America","Ropa","Offline","Alta","8/24/2022","2463","  109.28 € ","  35.84 € ","  269,156.64 € ","  88,273.92 € ","2022","8"
"C8811","Asia","Japan","Alimento infantil","Offline","Baja","8/24/2022","9840","  255.28 € ","  159.42 € ","  2,511,955.20 € ","  1,568,692.80 € ","2022","8"
"C1114","Asia","Laos","Frutas","Offline","Baja","1/22/2021","4093","  9.33 € ","  6.92 € ","  38,187.69 € ","  28,323.56 € ","2021","1"
"C9949","europa","Germany","Verduras","Online","Crítica","10/14/2021","1476","  154.06 € ","  90.93 € ","  227,392.56 € ","  134,212.68 € ","2021","10"
"C8144","Norteamérica","Greenland","Cuidado personal","Online","Crítica","7/23/2020","276","  81.73 € ","  56.67 € ","  22,557.48 € ","  15,640.92 € ","2020","7"
"C5232","Centroamérica y Caribe","Jamaica","Cárnicos","Offline","Alta","8/26/2020","5810","  421.89 € ","  364.69 € ","  2,451,180.90 € ","  2,118,848.90 € ","2020","8"
"C6946","europa","Switzerland","Verduras","Online","Media","1/13/2020","5427","  154.06 € ","  90.93 € ","  836,083.62 € ","  493,477.11 € ","2020","1"
"C1726","europa","Sweden","Material de oficina","Online","Media","5/10/2021","3507","  651.21 € ","  524.96 € ","  2,283,793.47 € ","  1,841,034.72 € ","2021","5"
"C1212","Africa","Liberia","Bebida","Online","Media","12/15/2021","6460","  47.45 € ","  31.79 € ","  306,527.00 € ","  205,363.40 € ","2021","12"
"C8748","Australia y Oceanía","Kiribati","Alimento infantil","Offline","Media","1/2/2021","7730","  255.28 € ","  159.42 € ","  1,973,314.40 € ","  1,232,316.60 € ","2021","1"
"C5882","europa","Malta","Cárnicos","Online","Media","12/6/2020","2789","  421.89 € ","  364.69 € ","  1,176,651.21 € ","  1,017,120.41 € ","2020","12"
"C1864","Asia","Philippines","Cuidado personal","Online","Baja","4/12/2020","4144","  81.73 € ","  56.67 € ","  338,689.12 € ","  234,840.48 € ","2020","4"
"C2148","Africa","Comoros","Alimento infantil","Offline","Baja","11/8/2020","6329","  255.28 € ","  159.42 € ","  1,615,667.12 € ","  1,008,969.18 € ","2020","11"
"C3890","europa","Liechtenstein","Doméstico","Offline","Baja","7/29/2020","912","  668.27 € ","  502.54 € ","  609,462.24 € ","  458,316.48 € ","2020","7"
"C9451","Africa","Lebanon","Cereales","Online","Baja","8/15/2020","1492","  205.70 € ","  117.11 € ","  306,904.40 € ","  174,728.12 € ","2020","8"
"C3894","Norteamérica","Greenland","Cereales","Offline","Crítica","2/22/2021","8699","  205.70 € ","  117.11 € ","  1,789,384.30 € ","  1,018,739.89 € ","2021","2"
"C4484","Africa","Chad","Cereales","Online","Media","9/13/2022","5193","  205.70 € ","  117.11 € ","  1,068,200.10 € ","  608,152.23 € ","2022","9"
"C2190","europa","Macedonia","Doméstico","Offline","Baja","12/15/2021","668","  668.27 € ","  502.54 € ","  446,404.36 € ","  335,696.72 € ","2021","12"
"C2186","Africa","United Arab Emirates","Cosméticos","Offline","Alta","9/12/2021","6847","  437.20 € ","  263.33 € ","  2,993,508.40 € ","  1,803,020.51 € ","2021","9"
"C1347","Africa","Qatar","Cereales","Offline","Alta","10/29/2020","2485","  205.70 € ","  117.11 € ","  511,164.50 € ","  291,018.35 € ","2020","10"
"C1750","Africa","Iraq","Verduras","Online","Alta","7/5/2021","8367","  154.06 € ","  90.93 € ","  1,289,020.02 € ","  760,811.31 € ","2021","7"
"C6179","europa","Kosovo","Material de oficina","Online","Baja","1/7/2022","2312","  651.21 € ","  524.96 € ","  1,505,597.52 € ","  1,213,707.52 € ","2022","1"
"C4617","Asia","Bhutan","Cosméticos","Offline","Crítica","1/12/2021","4168","  437.20 € ","  263.33 € ","  1,822,249.60 € ","  1,097,559.44 € ","2021","1"
"C5754","Centroamérica y Caribe","Cuba","Ropa","Offline","Alta","12/2/2021","815","  109.28 € ","  35.84 € ","  89,063.20 € ","  29,209.60 € ","2021","12"
"C5479","Norteamérica","Mexico","Alimento infantil","Online","Media","9/25/2022","1163","  255.28 € ","  159.42 € ","  296,890.64 € ","  185,405.46 € ","2022","9"
"C9388","Africa","Cote d'Ivoire","Bebida","Online","Media","7/1/2020","1156","  47.45 € ","  31.79 € ","  54,852.20 € ","  36,749.24 € ","2020","7"
"C1277","Africa","Nigeria","Cereales","Offline","Alta","3/20/2021","8767","  205.70 € ","  117.11 € ","  1,803,371.90 € ","  1,026,703.37 € ","2021","3"
"C1647","Australia y Oceanía","Vanuatu","Material de oficina","Offline","Alta","4/17/2021","9000","  651.21 € ","  524.96 € ","  5,860,890.00 € ","  4,724,640.00 € ","2021","4"
"C9201","Africa","Kuwait","Verduras","Offline","Baja","5/20/2020","8893","  154.06 € ","  90.93 € ","  1,370,055.58 € ","  808,640.49 € ","2020","5"
"C5347","Africa","Namibia","Cárnicos","Offline","Media","11/3/2022","2512","  421.89 € ","  364.69 € ","  1,059,787.68 € ","  916,101.28 € ","2022","11"
"C3695","Africa","Egypt","Verduras","Online","Baja","12/25/2021","5955","  154.06 € ","  90.93 € ","  917,427.30 € ","  541,488.15 € ","2021","12"
"C9556","Africa","Swaziland","Frutas","Offline","Crítica","7/15/2021","2354","  9.33 € ","  6.92 € ","  21,962.82 € ","  16,289.68 € ","2021","7"
"C6448","Centroamérica y Caribe","Antigua and Barbuda ","Cárnicos","Offline","Crítica","10/8/2022","6869","  421.89 € ","  364.69 € ","  2,897,962.41 € ","  2,505,055.61 € ","2022","10"
"C5590","Asia","Sri Lanka","Verduras","Offline","Alta","3/15/2020","1692","  154.06 € ","  90.93 € ","  260,669.52 € ","  153,853.56 € ","2020","3"
"C5403","europa","Liechtenstein","Bebida","Offline","Media","3/15/2020","1047","  47.45 € ","  31.79 € ","  49,680.15 € ","  33,284.13 € ","2020","3"
"C5014","Africa","Angola","Material de oficina","Online","Crítica","5/20/2022","6189","  651.21 € ","  524.96 € ","  4,030,338.69 € ","  3,248,977.44 € ","2022","5"
"C8751","Asia","Brunei","Doméstico","Offline","Crítica","1/16/2021","404","  668.27 € ","  502.54 € ","  269,981.08 € ","  203,026.16 € ","2021","1"
"C3646","Australia y Oceanía","Samoa ","Ropa","Offline","Crítica","11/23/2020","4010","  109.28 € ","  35.84 € ","  438,212.80 € ","  143,718.40 € ","2020","11"
"C8933","Australia y Oceanía","Marshall Islands","Frutas","Online","Baja","4/30/2021","9354","  9.33 € ","  6.92 € ","  87,272.82 € ","  64,729.68 € ","2021","4"
"C8551","Africa","Democratic Republic of the Congo","Frutas","Online","Crítica","9/15/2020","5818","  9.33 € ","  6.92 € ","  54,281.94 € ","  40,260.56 € ","2020","9"
"C9641","Australia y Oceanía","Tonga","Cosméticos","Online","Crítica","8/30/2020","4811","  437.20 € ","  263.33 € ","  2,103,369.20 € ","  1,266,880.63 € ","2020","8"
"C2047","Africa","Mozambique","Snacks","Offline","Crítica","10/15/2021","4777","  152.58 € ","  97.44 € ","  728,874.66 € ","  465,470.88 € ","2021","10"
"C7816","Africa","Kuwait","Cárnicos","Online","Media","3/25/2022","6189","  421.89 € ","  364.69 € ","  2,611,077.21 € ","  2,257,066.41 € ","2022","3"
"C4699","europa","Romania","Bebida","Offline","Alta","12/16/2021","6552","  47.45 € ","  31.79 € ","  310,892.40 € ","  208,288.08 € ","2021","12"
"C2649","Africa","South Sudan","Cosméticos","Online","Crítica","5/9/2021","5402","  437.20 € ","  263.33 € ","  2,361,754.40 € ","  1,422,508.66 € ","2021","5"
"C3324","Asia","Malaysia","Snacks","Offline","Crítica","8/13/2022","9307","  152.58 € ","  97.44 € ","  1,420,062.06 € ","  906,874.08 € ","2022","8"
"C4582","Centroamérica y Caribe","Costa Rica","Snacks","Offline","Media","8/22/2022","6864","  152.58 € ","  97.44 € ","  1,047,309.12 € ","  668,828.16 € ","2022","8"
"C4988","europa","Croatia","Cuidado personal","Online","Alta","2/25/2020","3705","  81.73 € ","  56.67 € ","  302,809.65 € ","  209,962.35 € ","2020","2"
"C8307","Asia","Nepal","Bebida","Offline","Baja","11/5/2022","7490","  47.45 € ","  31.79 € ","  355,400.50 € ","  238,107.10 € ","2022","11"
"C1008","Asia","Tajikistan","Alimento infantil","Online","Alta","4/1/2020","2911","  255.28 € ","  159.42 € ","  743,120.08 € ","  464,071.62 € ","2020","4"
"C1764","europa","Serbia","Cárnicos","Offline","Alta","4/17/2022","6692","  421.89 € ","  364.69 € ","  2,823,287.88 € ","  2,440,505.48 € ","2022","4"
"C2951","Africa","Angola","Cárnicos","Offline","Baja","9/25/2020","2589","  421.89 € ","  364.69 € ","  1,092,273.21 € ","  944,182.41 € ","2020","9"
"C2146","Asia","Japan","Cuidado personal","Online","Baja","1/7/2022","6386","  81.73 € ","  56.67 € ","  521,927.78 € ","  361,894.62 € ","2022","1"
"C6632","europa","Iceland","Cárnicos","Online","Media","2/21/2020","903","  421.89 € ","  364.69 € ","  380,966.67 € ","  329,315.07 € ","2020","2"
"C1893","europa","Cyprus","Ropa","Offline","Media","12/2/2020","986","  109.28 € ","  35.84 € ","  107,750.08 € ","  35,338.24 € ","2020","12"
"C1118","Australia y Oceanía","East Timor","Bebida","Offline","Alta","7/30/2020","8516","  47.45 € ","  31.79 € ","  404,084.20 € ","  270,723.64 € ","2020","7"
"C4697","Asia","Tajikistan","Material de oficina","Online","Baja","6/17/2021","7405","  651.21 € ","  524.96 € ","  4,822,210.05 € ","  3,887,328.80 € ","2021","6"
"C4725","Africa","Somalia","Doméstico","Online","Crítica","1/7/2022","8594","  668.27 € ","  502.54 € ","  5,743,112.38 € ","  4,318,828.76 € ","2022","1"
"C7499","europa","Spain","Ropa","Offline","Alta","2/9/2021","5057","  109.28 € ","  35.84 € ","  552,628.96 € ","  181,242.88 € ","2021","2"
"C2020","europa","Sweden","Cereales","Online","Crítica","4/12/2022","6799","  205.70 € ","  117.11 € ","  1,398,554.30 € ","  796,230.89 € ","2022","4"
"C9491","Africa","Ethiopia","Doméstico","Offline","Baja","11/26/2020","5857","  668.27 € ","  502.54 € ","  3,914,057.39 € ","  2,943,376.78 € ","2020","11"
"C6820","Asia","Turkmenistan","Cuidado personal","Offline","Baja","10/4/2022","1297","  81.73 € ","  56.67 € ","  106,003.81 € ","  73,500.99 € ","2022","10"
"C3115","europa","Malta","Ropa","Online","Baja","8/6/2022","4219","  109.28 € ","  35.84 € ","  461,052.32 € ","  151,208.96 € ","2022","8"
"C8190","Africa","Malawi","Cosméticos","Offline","Baja","9/16/2022","2751","  437.20 € ","  263.33 € ","  1,202,737.20 € ","  724,420.83 € ","2022","9"
"C1061","europa","Czech Republic","Material de oficina","Offline","Crítica","1/29/2020","7056","  651.21 € ","  524.96 € ","  4,594,937.76 € ","  3,704,117.76 € ","2020","1"
"C6447","europa","Netherlands","Cárnicos","Offline","Media","2/3/2022","4325","  421.89 € ","  364.69 € ","  1,824,674.25 € ","  1,577,284.25 € ","2022","2"
"C9270","europa","Sweden","Bebida","Offline","Baja","4/2/2022","3783","  47.45 € ","  31.79 € ","  179,503.35 € ","  120,261.57 € ","2022","4"
"C4157","Africa","Saudi Arabia","Verduras","Online","Crítica","8/6/2021","1684","  154.06 € ","  90.93 € ","  259,437.04 € ","  153,126.12 € ","2021","8"
"C8936","Africa","Turkey","Cereales","Online","Media","7/29/2021","6314","  205.70 € ","  117.11 € ","  1,298,789.80 € ","  739,432.54 € ","2021","7"
"C6137","Centroamérica y Caribe","Dominican Republic","Ropa","Offline","Baja","8/12/2022","2991","  109.28 € ","  35.84 € ","  326,856.48 € ","  107,197.44 € ","2022","8"
"C1498","Asia","Uzbekistan","Cuidado personal","Offline","Alta","8/31/2022","9063","  81.73 € ","  56.67 € ","  740,718.99 € ","  513,600.21 € ","2022","8"
"C1454","Africa","Kuwait","Snacks","Offline","Media","7/14/2021","8910","  152.58 € ","  97.44 € ","  1,359,487.80 € ","  868,190.40 € ","2021","7"
"C8648","Australia y Oceanía","Federated States of Micronesia","Ropa","Offline","Crítica","4/9/2022","8943","  109.28 € ","  35.84 € ","  977,291.04 € ","  320,517.12 € ","2022","4"
"C8423","Australia y Oceanía","Samoa ","Material de oficina","Online","Alta","3/10/2021","2606","  651.21 € ","  524.96 € ","  1,697,053.26 € ","  1,368,045.76 € ","2021","3"
"C9328","Africa","Eritrea","Snacks","Online","Baja","9/18/2020","5370","  152.58 € ","  97.44 € ","  819,354.60 € ","  523,252.80 € ","2020","9"
"C2611","Asia","Singapore","Alimento infantil","Online","Alta","4/3/2022","9742","  255.28 € ","  159.42 € ","  2,486,937.76 € ","  1,553,069.64 € ","2022","4"
"C2728","Africa","Mauritania","Doméstico","Offline","Media","11/23/2021","257","  668.27 € ","  502.54 € ","  171,745.39 € ","  129,152.78 € ","2021","11"
"C6835","Asia","Bhutan","Ropa","Online","Alta","5/30/2020","8483","  109.28 € ","  35.84 € ","  927,022.24 € ","  304,030.72 € ","2020","5"
"C8292","Africa","Republic of the Congo","Bebida","Online","Baja","11/5/2021","8018","  47.45 € ","  31.79 € ","  380,454.10 € ","  254,892.22 € ","2021","11"
"C1161","europa","Germany","Bebida","Online","Media","8/18/2020","9493","  47.45 € ","  31.79 € ","  450,442.85 € ","  301,782.47 € ","2020","8"
"C2709","Africa","Tunisia ","Cereales","Offline","Media","3/6/2020","5567","  205.70 € ","  117.11 € ","  1,145,131.90 € ","  651,951.37 € ","2020","3"
"C3904","Asia","Myanmar","Cereales","Offline","Media","1/7/2020","5935","  205.70 € ","  117.11 € ","  1,220,829.50 € ","  695,047.85 € ","2020","1"
"C9921","europa","Romania","Cosméticos","Offline","Media","1/28/2020","2319","  437.20 € ","  263.33 € ","  1,013,866.80 € ","  610,662.27 € ","2020","1"
"C8633","europa","Greece","Snacks","Offline","Crítica","2/10/2022","3474","  152.58 € ","  97.44 € ","  530,062.92 € ","  338,506.56 € ","2022","2"
"C2120","Africa","Benin","Cosméticos","Offline","Baja","7/28/2022","187","  437.20 € ","  263.33 € ","  81,756.40 € ","  49,242.71 € ","2022","7"
"C2163","Centroamérica y Caribe","Jamaica","Material de oficina","Online","Crítica","8/5/2022","274","  651.21 € ","  524.96 € ","  178,431.54 € ","  143,839.04 € ","2022","8"
"C7747","europa","Liechtenstein","Doméstico","Online","Alta","11/6/2020","3585","  668.27 € ","  502.54 € ","  2,395,747.95 € ","  1,801,605.90 € ","2020","11"
"C9560","Norteamérica","Greenland","Alimento infantil","Online","Crítica","9/17/2020","6999","  255.28 € ","  159.42 € ","  1,786,704.72 € ","  1,115,780.58 € ","2020","9"
"C3493","europa","Romania","Cosméticos","Online","Alta","3/26/2020","9428","  437.20 € ","  263.33 € ","  4,121,921.60 € ","  2,482,675.24 € ","2020","3"
"C4141","Asia","China","Cosméticos","Online","Alta","2/26/2022","6813","  437.20 € ","  263.33 € ","  2,978,643.60 € ","  1,794,067.29 € ","2022","2"
"C4300","Australia y Oceanía","East Timor","Doméstico","Offline","Baja","1/17/2021","7129","  668.27 € ","  502.54 € ","  4,764,096.83 € ","  3,582,607.66 € ","2021","1"
"C6472","europa","Albania","Cuidado personal","Online","Media","11/18/2021","5380","  81.73 € ","  56.67 € ","  439,707.40 € ","  304,884.60 € ","2021","11"
"C9360","Asia","Laos","Frutas","Offline","Alta","6/20/2021","8602","  9.33 € ","  6.92 € ","  80,256.66 € ","  59,525.84 € ","2021","6"
"C3370","Africa","Central African Republic","Material de oficina","Offline","Baja","4/17/2021","864","  651.21 € ","  524.96 € ","  562,645.44 € ","  453,565.44 € ","2021","4"
"C2113","europa","Netherlands","Cárnicos","Offline","Crítica","5/24/2020","8263","  421.89 € ","  364.69 € ","  3,486,077.07 € ","  3,013,433.47 € ","2020","5"
"C1901","Australia y Oceanía","Solomon Islands","Snacks","Offline","Media","6/30/2022","3929","  152.58 € ","  97.44 € ","  599,486.82 € ","  382,841.76 € ","2022","6"
"C4251","Africa","Seychelles ","Ropa","Offline","Media","4/16/2020","3024","  109.28 € ","  35.84 € ","  330,462.72 € ","  108,380.16 € ","2020","4"
"C2382","Asia","Kazakhstan","Cárnicos","Online","Baja","8/7/2022","7740","  421.89 € ","  364.69 € ","  3,265,428.60 € ","  2,822,700.60 € ","2022","8"
"C3716","europa","Hungary","Cosméticos","Offline","Alta","6/26/2021","2300","  437.20 € ","  263.33 € ","  1,005,560.00 € ","  605,659.00 € ","2021","6"
"C7378","Asia","Laos","Alimento infantil","Offline","Baja","4/13/2022","7960","  255.28 € ","  159.42 € ","  2,032,028.80 € ","  1,268,983.20 € ","2022","4"
"C8698","Africa","Yemen","Ropa","Online","Crítica","2/25/2022","8005","  109.28 € ","  35.84 € ","  874,786.40 € ","  286,899.20 € ","2022","2"
"C3707","europa","Russia","Cuidado personal","Offline","Alta","2/1/2020","2753","  81.73 € ","  56.67 € ","  225,002.69 € ","  156,012.51 € ","2020","2"
"C2640","Asia","Philippines","Cereales","Offline","Alta","3/10/2021","4552","  205.70 € ","  117.11 € ","  936,346.40 € ","  533,084.72 € ","2021","3"
"C7435","Australia y Oceanía","Marshall Islands","Frutas","Online","Baja","12/22/2020","2783","  9.33 € ","  6.92 € ","  25,965.39 € ","  19,258.36 € ","2020","12"
"C7233","Africa","Burkina Faso","Cuidado personal","Online","Crítica","1/24/2021","8857","  81.73 € ","  56.67 € ","  723,882.61 € ","  501,926.19 € ","2021","1"
"C9878","europa","Kosovo","Snacks","Offline","Media","1/23/2022","1215","  152.58 € ","  97.44 € ","  185,384.70 € ","  118,389.60 € ","2022","1"
"C1417","Asia","North Korea","Material de oficina","Offline","Alta","2/7/2022","333","  651.21 € ","  524.96 € ","  216,852.93 € ","  174,811.68 € ","2022","2"
"C4602","Asia","Bhutan","Snacks","Online","Alta","3/1/2021","3713","  152.58 € ","  97.44 € ","  566,529.54 € ","  361,794.72 € ","2021","3"
"C2386","europa","Switzerland","Material de oficina","Offline","Media","6/25/2022","893","  651.21 € ","  524.96 € ","  581,530.53 € ","  468,789.28 € ","2022","6"
"C5425","Africa","Libya","Cuidado personal","Offline","Alta","7/17/2022","8440","  81.73 € ","  56.67 € ","  689,801.20 € ","  478,294.80 € ","2022","7"
"C2579","Centroamérica y Caribe","Honduras","Verduras","Online","Alta","2/4/2021","4953","  154.06 € ","  90.93 € ","  763,059.18 € ","  450,376.29 € ","2021","2"
"C1411","Africa","Benin","Alimento infantil","Online","Media","8/2/2022","6061","  255.28 € ","  159.42 € ","  1,547,252.08 € ","  966,244.62 € ","2022","8"
"C5688","Africa","Egypt","Cárnicos","Online","Media","5/31/2020","9426","  421.89 € ","  364.69 € ","  3,976,735.14 € ","  3,437,567.94 € ","2020","5"
"C1879","europa","Cyprus","Bebida","Online","Media","4/5/2021","9740","  47.45 € ","  31.79 € ","  462,163.00 € ","  309,634.60 € ","2021","4"
"C8655","Africa","Morocco","Cereales","Online","Alta","10/4/2020","3726","  205.70 € ","  117.11 € ","  766,438.20 € ","  436,351.86 € ","2020","10"
"C9393","europa","Estonia","Bebida","Offline","Alta","2/8/2022","5140","  47.45 € ","  31.79 € ","  243,893.00 € ","  163,400.60 € ","2022","2"
"C1672","Asia","South Korea","Alimento infantil","Online","Crítica","4/24/2020","9768","  255.28 € ","  159.42 € ","  2,493,575.04 € ","  1,557,214.56 € ","2020","4"
"C1772","Asia","Vietnam","Cosméticos","Online","Media","10/20/2020","427","  437.20 € ","  263.33 € ","  186,684.40 € ","  112,441.91 € ","2020","10"
"C4178","Africa","Syria","Snacks","Offline","Alta","10/29/2020","1965","  152.58 € ","  97.44 € ","  299,819.70 € ","  191,469.60 € ","2020","10"
"C4080","europa","Luxembourg","Ropa","Online","Baja","4/27/2022","6263","  109.28 € ","  35.84 € ","  684,420.64 € ","  224,465.92 € ","2022","4"
"C1867","Centroamérica y Caribe","Cuba","Cosméticos","Online","Alta","11/28/2021","7232","  437.20 € ","  263.33 € ","  3,161,830.40 € ","  1,904,402.56 € ","2021","11"
"C7635","Asia","Maldives","Cárnicos","Offline","Alta","11/27/2020","5813","  421.89 € ","  364.69 € ","  2,452,446.57 € ","  2,119,942.97 € ","2020","11"
"C9679","Asia","Taiwan","Bebida","Online","Media","1/10/2021","4982","  47.45 € ","  31.79 € ","  236,395.90 € ","  158,377.78 € ","2021","1"
"C6002","europa","Bosnia and Herzegovina","Snacks","Offline","Crítica","2/7/2020","4742","  152.58 € ","  97.44 € ","  723,534.36 € ","  462,060.48 € ","2020","2"
"C8806","Africa","Afghanistan","Cosméticos","Offline","Baja","1/28/2022","7129","  437.20 € ","  263.33 € ","  3,116,798.80 € ","  1,877,279.57 € ","2022","1"
